2019-10-25 09:00:04,913 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.783934116363525 seconds
2019-10-25 10:16:17,088 - root - INFO - SUCCESS    Clicked element: <xpath->//div[3]/div/div/button[2]/i>, Spend 0.27866029739379883 seconds
2019-10-25 10:16:17,329 - root - INFO - SUCCESS    Clicked element: <xpath->//a[contains(text(),'wuzs_auto01')]>, Spend 0.24036145210266113 seconds
2019-10-25 10:16:17,476 - root - INFO - SUCCESS    Clear and type element: <name->projectName> content: wuzs_auto01_project, Spend 0.14461183547973633 seconds
2019-10-25 10:16:17,548 - root - INFO - SUCCESS    Clear and type element: <name->projectDescription> content: wuzs_auto, Spend 0.07081246376037598 seconds
2019-10-25 10:16:17,810 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type='button'])[10]>, Spend 0.26130151748657227 seconds
2019-10-25 10:43:32,544 - root - INFO - ############################### START ###############################
2019-10-25 10:43:41,489 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.945842742919922 seconds
2019-10-25 10:43:41,756 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.26451587677001953 seconds
2019-10-25 10:43:42,291 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.5335745811462402 seconds
2019-10-25 10:43:42,337 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.045879364013671875 seconds
2019-10-25 10:43:42,372 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.03390789031982422 seconds
2019-10-25 10:43:42,394 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 12344, Spend 0.01994633674621582 seconds
2019-10-25 10:43:50,924 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.5282959938049316 seconds
2019-10-25 10:43:50,928 - root - INFO - SUCCESS    Get current window title, Spend 0.003990650177001953 seconds
2019-10-25 10:43:52,182 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.2518792152404785 seconds
2019-10-25 10:43:52,182 - root - INFO - ###############################  End  ###############################
2019-10-25 10:44:37,656 - root - INFO - ############################### START ###############################
2019-10-25 10:44:46,463 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.804632902145386 seconds
2019-10-25 10:44:46,741 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27670741081237793 seconds
2019-10-25 10:44:47,410 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.6672146320343018 seconds
2019-10-25 10:44:47,476 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.06582427024841309 seconds
2019-10-25 10:44:47,521 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04488420486450195 seconds
2019-10-25 10:44:47,562 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 12344, Spend 0.0388951301574707 seconds
2019-10-25 10:44:56,151 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.588505506515503 seconds
2019-10-25 10:44:56,160 - root - INFO - SUCCESS    Get current window url, Spend 0.006982326507568359 seconds
2019-10-25 10:44:57,362 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.2017929553985596 seconds
2019-10-25 10:44:57,363 - root - INFO - ###############################  End  ###############################
2019-10-25 11:29:41,390 - root - INFO - ############################### START ###############################
2019-10-25 11:29:50,174 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.784173250198364 seconds
2019-10-25 11:29:50,438 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2634921073913574 seconds
2019-10-25 11:29:51,440 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 0.9893884658813477 seconds
2019-10-25 11:29:51,441 - root - INFO - ###############################  End  ###############################
2019-10-25 12:48:02,908 - root - INFO - ############################### START ###############################
2019-10-25 12:48:12,717 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.807471513748169 seconds
2019-10-25 12:48:12,986 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2665562629699707 seconds
2019-10-25 12:48:18,027 - root - INFO - FAIL    Unable element <xpath->(//input[@type='text'])[12]> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.028571367263794 seconds
2019-10-25 12:48:19,597 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.5689010620117188 seconds
2019-10-25 12:48:19,598 - root - INFO - ###############################  End  ###############################
2019-10-25 12:49:56,999 - root - INFO - ############################### START ###############################
2019-10-25 12:50:05,842 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.84102725982666 seconds
2019-10-25 12:50:06,120 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27725934982299805 seconds
2019-10-25 12:50:11,187 - root - INFO - FAIL    Unable element <css->.ng-touched> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.04756760597229 seconds
2019-10-25 12:50:12,307 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.1188294887542725 seconds
2019-10-25 12:50:12,307 - root - INFO - ###############################  End  ###############################
2019-10-25 15:32:45,094 - root - INFO - ############################### START ###############################
2019-10-25 15:32:54,366 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.270931243896484 seconds
2019-10-25 15:32:54,638 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27152466773986816 seconds
2019-10-25 15:32:59,678 - root - INFO - FAIL    Unable element <css->.ng-touched> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.0307676792144775 seconds
2019-10-25 15:33:00,633 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 0.9534518718719482 seconds
2019-10-25 15:33:00,634 - root - INFO - ###############################  End  ###############################
2019-10-25 15:37:07,653 - root - INFO - ############################### START ###############################
2019-10-25 15:37:16,904 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.248647928237915 seconds
2019-10-25 15:37:17,169 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2656726837158203 seconds
2019-10-25 15:37:22,214 - root - INFO - FAIL    Unable element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.033360958099365 seconds
2019-10-25 15:37:23,238 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.023263692855835 seconds
2019-10-25 15:37:23,238 - root - INFO - ###############################  End  ###############################
2019-10-25 15:37:51,528 - root - INFO - ############################### START ###############################
2019-10-25 15:38:00,806 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.276516199111938 seconds
2019-10-25 15:38:01,089 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.28034090995788574 seconds
2019-10-25 15:38:06,152 - root - INFO - FAIL    Unable element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.042552709579468 seconds
2019-10-25 15:38:07,345 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.1920101642608643 seconds
2019-10-25 15:38:07,345 - root - INFO - ###############################  End  ###############################
2019-10-25 15:40:34,057 - root - INFO - ############################### START ###############################
2019-10-25 15:40:42,860 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.801901817321777 seconds
2019-10-25 15:40:43,137 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2752645015716553 seconds
2019-10-25 15:40:50,193 - root - INFO - FAIL    Unable element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.04517674446106 seconds
2019-10-25 15:40:51,330 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.136059284210205 seconds
2019-10-25 15:40:51,331 - root - INFO - ###############################  End  ###############################
2019-10-25 15:41:20,564 - root - INFO - ############################### START ###############################
2019-10-25 15:41:29,890 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.324853897094727 seconds
2019-10-25 15:41:30,153 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.26281070709228516 seconds
2019-10-25 15:41:33,285 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.1209220886230469 seconds
2019-10-25 15:41:33,286 - root - INFO - ###############################  End  ###############################
2019-10-25 15:41:53,574 - root - INFO - ############################### START ###############################
2019-10-25 15:42:03,356 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.781161308288574 seconds
2019-10-25 15:42:03,619 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2623412609100342 seconds
2019-10-25 15:42:10,694 - root - INFO - FAIL    Element: <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> is not exist, Spend 5.064785480499268 seconds
2019-10-25 15:42:15,747 - root - INFO - FAIL    Unable element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: sichuan,and sleep 0.5 seconds,input ENTER key, Spend 5.051140785217285 seconds
2019-10-25 15:42:16,533 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 0.7839341163635254 seconds
2019-10-25 15:42:16,534 - root - INFO - ###############################  End  ###############################
2019-10-25 16:25:32,402 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.32136869430542 seconds
2019-10-25 16:25:32,669 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.26748108863830566 seconds
2019-10-25 16:32:49,531 - root - INFO - ############################### START ###############################
2019-10-25 16:32:58,787 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.25558090209961 seconds
2019-10-25 16:32:59,054 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2648134231567383 seconds
2019-10-25 16:32:59,798 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.7446365356445312 seconds
2019-10-25 16:32:59,879 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.07878994941711426 seconds
2019-10-25 16:32:59,931 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.05086469650268555 seconds
2019-10-25 16:32:59,978 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.04587674140930176 seconds
2019-10-25 16:33:02,903 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 0.9235281944274902 seconds
2019-10-25 16:33:06,103 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 3.1757493019104004 seconds
2019-10-25 16:33:06,428 - root - INFO - SUCCESS    Clicked element: <xpath->//div[3]/button>, Spend 0.32410097122192383 seconds
2019-10-25 16:33:06,793 - root - INFO - SUCCESS    Clicked element: <xpath->/html/body/app-component/div[1]/main-component/div/div/manage-component/div/div/div/div[1]/div/div[2]/form/div[1]/div[1]/div/div/button[2]>, Spend 0.3630509376525879 seconds
2019-10-25 16:33:07,052 - root - INFO - SUCCESS    Clicked element: <xpath->//a[contains(text(),'河北')]>, Spend 0.25830864906311035 seconds
2019-10-25 16:33:07,221 - root - INFO - SUCCESS    Clear and type element: <xpath->(//input[@name='username'])[2]> content: wzs_0001, Spend 0.16887521743774414 seconds
2019-10-25 16:33:07,388 - root - INFO - SUCCESS    Clear and type element: <xpath->(//input[@name='firstname'])[2]> content: wuzushun, Spend 0.1655595302581787 seconds
2019-10-25 16:33:07,523 - root - INFO - SUCCESS    Clear and type element: <xpath->(//input[@name='password'])[2]> content: 1qaz!QAZ, Spend 0.13364171981811523 seconds
2019-10-25 16:33:07,683 - root - INFO - SUCCESS    Clear and type element: <xpath->(//input[@name='_repassword'])[2]> content: 1qaz!QAZ, Spend 0.15857696533203125 seconds
2019-10-25 16:33:07,832 - root - INFO - SUCCESS    Clear and type element: <xpath->(//input[@name='email'])[2]> content: wuzs@193.om, Spend 0.14760613441467285 seconds
2019-10-25 16:33:08,159 - root - INFO - SUCCESS    Clicked element: <xpath->//form/div[2]/div/div/button>, Spend 0.32712602615356445 seconds
2019-10-25 16:33:09,029 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: wzs_0001,and sleep 0.5 seconds,input ENTER key, Spend 0.8681497573852539 seconds
2019-10-25 16:33:10,040 - root - INFO - SUCCESS    Element: <xpath->//span[contains(.,'wzs_0001')]> is exist, Spend 1.0108873844146729 seconds
2019-10-25 16:33:11,230 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.1902947425842285 seconds
2019-10-25 16:33:11,231 - root - INFO - ###############################  End  ###############################
2019-10-25 16:58:06,239 - root - INFO - ############################### START ###############################
2019-10-25 16:58:15,641 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.399869680404663 seconds
2019-10-25 16:58:15,921 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27927136421203613 seconds
2019-10-25 16:58:16,547 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.6263282299041748 seconds
2019-10-25 16:58:16,624 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.0747981071472168 seconds
2019-10-25 16:58:16,675 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.0498659610748291 seconds
2019-10-25 16:58:16,718 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.04288530349731445 seconds
2019-10-25 16:58:22,120 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.3999152183532715 seconds
2019-10-25 16:58:25,101 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 2.960084915161133 seconds
2019-10-25 16:58:25,981 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.880645751953125 seconds
2019-10-25 16:58:31,078 - root - INFO - FAIL    Unable to get element text element: <xpath->//span[contains(.,'Sheet11111')]//parent::div/parent::td/parent::tr/td[4]/div/span>, Spend 5.096413612365723 seconds
2019-10-25 16:58:32,616 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.538846492767334 seconds
2019-10-25 16:58:32,617 - root - INFO - ###############################  End  ###############################
2019-10-25 16:58:55,758 - root - INFO - ############################### START ###############################
2019-10-25 16:59:05,076 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.316096305847168 seconds
2019-10-25 16:59:05,371 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.29454636573791504 seconds
2019-10-25 16:59:06,019 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.646268367767334 seconds
2019-10-25 16:59:06,115 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.09474563598632812 seconds
2019-10-25 16:59:06,171 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.055852651596069336 seconds
2019-10-25 16:59:06,221 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.04787802696228027 seconds
2019-10-25 16:59:11,639 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.4176385402679443 seconds
2019-10-25 16:59:14,907 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 3.247318744659424 seconds
2019-10-25 16:59:15,908 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 1.0013222694396973 seconds
2019-10-25 16:59:20,960 - root - INFO - FAIL    Element: <xpath->//span[contains(.,'Sheet11111')]//parent::div/parent::td/parent::tr/td[4]/div/span> is not exist, Spend 5.049503803253174 seconds
2019-10-25 16:59:26,021 - root - INFO - FAIL    Unable to get element text element: <xpath->//span[contains(.,'Sheet11111')]//parent::div/parent::td/parent::tr/td[4]/div/span>, Spend 5.061448335647583 seconds
2019-10-25 16:59:27,522 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.5009782314300537 seconds
2019-10-25 16:59:27,523 - root - INFO - ###############################  End  ###############################
2019-10-25 17:00:26,420 - root - INFO - ############################### START ###############################
2019-10-25 17:00:36,120 - root - INFO - ############################### START ###############################
2019-10-25 17:00:44,903 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.782521963119507 seconds
2019-10-25 17:00:45,187 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.28323984146118164 seconds
2019-10-25 17:00:45,775 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.5874745845794678 seconds
2019-10-25 17:00:45,848 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.07280468940734863 seconds
2019-10-25 17:00:45,894 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04388284683227539 seconds
2019-10-25 17:00:45,932 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.0388951301574707 seconds
2019-10-25 17:00:48,878 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 0.9423282146453857 seconds
2019-10-25 17:00:51,769 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 2.870326519012451 seconds
2019-10-25 17:00:52,556 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.78692626953125 seconds
2019-10-25 17:00:57,637 - root - INFO - FAIL    Element: <xpath->//span[contains(.,'Sheet11111')]/parent::div/parent::td/parent::tr/td[4]/div/span> is not exist, Spend 5.080387115478516 seconds
2019-10-25 17:01:02,717 - root - INFO - FAIL    Unable to get element text element: <xpath->//span[contains(.,'Sheet11111')]//parent::div/parent::td/parent::tr/td[4]/div/span>, Spend 5.076493978500366 seconds
2019-10-25 17:01:04,231 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.5139744281768799 seconds
2019-10-25 17:01:04,232 - root - INFO - ###############################  End  ###############################
2019-10-25 17:03:31,305 - root - INFO - ############################### START ###############################
2019-10-25 17:03:41,093 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.786832094192505 seconds
2019-10-25 17:03:41,371 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27725744247436523 seconds
2019-10-25 17:03:42,048 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.6762917041778564 seconds
2019-10-25 17:03:42,113 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.06482672691345215 seconds
2019-10-25 17:03:42,156 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04188871383666992 seconds
2019-10-25 17:03:42,197 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.03889727592468262 seconds
2019-10-25 17:03:47,629 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.430821180343628 seconds
2019-10-25 17:03:50,519 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 2.864342451095581 seconds
2019-10-25 17:03:51,448 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.9275166988372803 seconds
2019-10-25 17:03:56,505 - root - INFO - FAIL    Element: <xpath->//div[@class='box-body']/table-component/div/table/tbody/> is not exist, Spend 5.056481599807739 seconds
2019-10-25 17:04:01,539 - root - INFO - FAIL    Unable to get element text element: <xpath->//span[contains(.,'Sheet11111')]/parent::div/parent::td/parent::tr/td[4]/div/span>, Spend 5.03283429145813 seconds
2019-10-25 17:04:02,586 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.0471665859222412 seconds
2019-10-25 17:04:02,587 - root - INFO - ###############################  End  ###############################
2019-10-25 17:07:00,642 - root - INFO - ############################### START ###############################
2019-10-25 17:07:09,514 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.87130355834961 seconds
2019-10-25 17:07:09,787 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27127504348754883 seconds
2019-10-25 17:07:10,379 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.5914194583892822 seconds
2019-10-25 17:07:10,467 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.08677029609680176 seconds
2019-10-25 17:07:10,513 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04488039016723633 seconds
2019-10-25 17:07:10,553 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.03889775276184082 seconds
2019-10-25 17:07:15,819 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 3.2642698287963867 seconds
2019-10-25 17:07:18,860 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 3.0219216346740723 seconds
2019-10-25 17:07:19,679 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.8178117275238037 seconds
2019-10-25 17:07:21,312 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.632594108581543 seconds
2019-10-25 17:07:21,313 - root - INFO - ###############################  End  ###############################
2019-10-25 17:08:02,165 - root - INFO - ############################### START ###############################
2019-10-25 17:08:11,470 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.303097009658813 seconds
2019-10-25 17:08:11,737 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.26630210876464844 seconds
2019-10-25 17:08:12,365 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.625328779220581 seconds
2019-10-25 17:08:12,492 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.12666583061218262 seconds
2019-10-25 17:08:12,539 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04487895965576172 seconds
2019-10-25 17:08:12,578 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.038895368576049805 seconds
2019-10-25 17:08:15,523 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 0.9423153400421143 seconds
2019-10-25 17:08:18,577 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 3.0298967361450195 seconds
2019-10-25 17:08:19,393 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.8148210048675537 seconds
2019-10-25 17:08:24,434 - root - INFO - FAIL    Element: <css->ng-scope:nth-child(4) > .wordBreak> is not exist, Spend 5.0405755043029785 seconds
2019-10-25 17:08:24,482 - root - INFO - SUCCESS    Get element text element: <css->.ng-scope:nth-child(4) > .wordBreak>, Spend 0.04590916633605957 seconds
2019-10-25 17:08:25,930 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.448131799697876 seconds
2019-10-25 17:08:25,931 - root - INFO - ###############################  End  ###############################
2019-10-25 17:09:33,550 - root - INFO - ############################### START ###############################
2019-10-25 17:09:42,883 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.332020998001099 seconds
2019-10-25 17:09:43,154 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.27079176902770996 seconds
2019-10-25 17:09:43,750 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.594557523727417 seconds
2019-10-25 17:09:43,824 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.07280611991882324 seconds
2019-10-25 17:09:43,881 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.056847333908081055 seconds
2019-10-25 17:09:43,928 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.04487943649291992 seconds
2019-10-25 17:09:46,882 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 0.9514031410217285 seconds
2019-10-25 17:09:50,607 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 3.70709228515625 seconds
2019-10-25 17:09:51,410 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.8028531074523926 seconds
2019-10-25 17:09:53,437 - root - INFO - SUCCESS    Get element text element: <css->.ng-scope:nth-child(4) > .wordBreak>, Spend 0.02592158317565918 seconds
2019-10-25 17:09:54,571 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.132955551147461 seconds
2019-10-25 17:09:54,572 - root - INFO - ###############################  End  ###############################
2019-10-25 17:10:05,003 - root - INFO - ############################### START ###############################
2019-10-25 17:10:13,951 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 8.94608187675476 seconds
2019-10-25 17:10:14,254 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.3011939525604248 seconds
2019-10-25 17:10:14,843 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.588428258895874 seconds
2019-10-25 17:10:14,911 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='username']> content: 系统管理员, Spend 0.06581902503967285 seconds
2019-10-25 17:10:14,954 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='password']> content: 123456, Spend 0.04288530349731445 seconds
2019-10-25 17:10:14,996 - root - INFO - SUCCESS    Clear and type element: <xpath -> //input[@name='captcha']> content: 1234, Spend 0.039893150329589844 seconds
2019-10-25 17:10:18,016 - root - INFO - SUCCESS    Clicked element: <xpath -> //button[contains(.,'登录')]>, Spend 1.0192720890045166 seconds
2019-10-25 17:10:20,964 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124/csdp/manage/#/manage-view/systemManage/sys_uorgMgr, Spend 2.920374870300293 seconds
2019-10-25 17:10:21,810 - root - INFO - SUCCESS    Element <xpath->//div[@class='table-toolbar']/div/div//form/div/div/input> type content: Sheet11111,and sleep 0.5 seconds,input ENTER key, Spend 0.8447413444519043 seconds
2019-10-25 17:10:23,869 - root - INFO - SUCCESS    Get element text element: <css->.ng-scope:nth-child(4) > .wordBreak>, Spend 0.057771921157836914 seconds
2019-10-25 17:10:25,208 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.3384206295013428 seconds
2019-10-25 17:10:25,209 - root - INFO - ###############################  End  ###############################
2019-10-25 17:11:06,627 - root - INFO - ############################### START ###############################
2019-10-25 17:11:16,451 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 9.822699308395386 seconds
2019-10-25 17:11:16,721 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.2702789306640625 seconds
2019-10-25 17:11:17,343 - root - INFO - SUCCESS    Navigated to http:\\192.168.54.124, Spend 0.6208469867706299 seconds
